Metal1,Metal2,Metal1_Composition,Metal2_Composition,Site,ads_energy
Ni,Rh,0.75,0.25,2,-0.2156928028552727
Ni,Rh,0.75,0.25,3,-0.31130108855629146
Au,Ag,0.75,0.25,2,0.3724722795423361
Co,Fe,0.75,0.25,2,0.44891994134471247
Co,Fe,0.75,0.25,2,0.4975718548458019
Co,Fe,0.75,0.25,3,0.3253775374405734
Au,Ag,0.75,0.25,2,0.49742736244391494
Co,Pt,0.75,0.25,2,-0.08933783045992527
Ag,Cu,0.75,0.25,2,0.48992164644099034
Ag,Cu,0.75,0.25,2,0.47503021663672484
Ag,Cu,0.75,0.25,2,0.2429994266431379
Ni,Os,0.75,0.25,3,-0.3553534619631762
Ni,Os,0.75,0.25,3,-0.4447194561571166
Ni,Mo,0.75,0.25,3,-0.30085436616261063
Ag,Au,0.5,0.5,2,0.319611853440648
Ag,Zn,0.75,0.25,2,0.5175150780424076
Ag,Zn,0.75,0.25,3,0.39508235444466777
Ag,Cu,0.5,0.5,2,0.49469819664321335
Ag,Zn,0.5,0.5,2,0.4734248809409394
Ag,Cu,0.5,0.5,2,0.25419187694299694
Ag,Cu,0.5,0.5,2,0.07706073424290594
Co,Pt,0.5,0.5,2,-0.09144562425987601
Ag,Zn,0.5,0.5,2,0.5493967517404883
Co,Pt,0.5,0.5,3,-0.09576339056272332
Ag,Zn,0.5,0.5,2,0.4607930844440773
Ag,Zn,0.5,0.5,3,0.4420809042431131
Ni,Co,0.75,0.25,2,-0.1591467309544612
Ni,Co,0.75,0.25,3,-0.3012198151545533
Ni,Co,0.75,0.25,3,-0.2830672370537002
Ag,Cd,0.5,0.5,2,0.5775599898416033
Ag,Cd,0.5,0.5,2,0.6376076227398073
Ag,Cd,0.5,0.5,2,0.6310481826449461
Co,Re,0.75,0.25,3,-0.466742853553086
Co,Tc,0.75,0.25,3,-0.431626426658994
Co,Rh,0.75,0.25,2,-0.1380281119554354
Ag,Hg,0.75,0.25,2,0.8014798826416438
Co,Re,0.75,0.25,1,-0.15947122675331116
Fe,Y,0.75,0.25,2,-0.18845325525668954
Fe,La,0.75,0.25,2,-0.16952311185647773
Fe,Sc,0.75,0.25,2,-0.3660660395534876
Fe,Zr,0.75,0.25,2,-0.5032448841584198
Co,Tc,0.75,0.25,3,-0.44098088415827874
Fe,Y,0.75,0.25,2,-0.3135951443609599
Fe,La,0.75,0.25,2,-0.3568645100594665
Fe,Sc,0.75,0.25,2,-0.4845928411586726
Fe,Zr,0.75,0.25,3,-0.5071444115592101
Co,Rh,0.75,0.25,2,-0.1257621725589786
Fe,Sc,0.75,0.25,1,1.051191677340313
Fe,Hf,0.75,0.25,2,-0.3360805910624265
Fe,Hf,0.75,0.25,3,-0.5261009499581348
Co,Tc,0.75,0.25,1,0.07429932303878672
Fe,Hf,0.75,0.25,1,0.5736947488412909
Co,V,0.75,0.25,3,-0.5055949953593597
Co,V,0.75,0.25,3,-0.4896923904588846
Co,Y,0.75,0.25,2,-0.40970847335754
Fe,Ti,0.75,0.25,2,-0.3640353899599802
Fe,Ti,0.75,0.25,3,-0.5882226345629249
Ni,Y,0.75,0.25,2,-0.40830341345915144
Fe,Nb,0.75,0.25,3,-0.6101697040639635
Fe,V,0.75,0.25,2,-0.5317537067594174
Fe,Ta,0.75,0.25,3,-0.645399194355349
Fe,Nb,0.75,0.25,3,-0.6470126933627114
Fe,V,0.75,0.25,3,-0.5847152232590531
Fe,Mo,0.75,0.25,3,-0.5583981415538517
Fe,Ta,0.75,0.25,3,-0.6617877945600128
Fe,Mo,0.75,0.25,3,-0.5932589175563123
Fe,Ta,0.75,0.25,1,0.29438499574555976
Fe,W,0.75,0.25,3,-0.5852746892551011
Fe,W,0.75,0.25,3,-0.6227423158552199
Co,Rh,0.75,0.25,1,0.1665887723438857
Co,Ni,0.5,0.5,2,-0.16869330076494293
Ni,Sc,0.75,0.25,2,-0.4156805557567793
Fe,Pt,0.5,0.5,2,0.29852303094324384
Fe,Pd,0.5,0.5,2,0.13279332194454696
Co,Mo,0.75,0.25,3,-0.5248709954530284
Fe,Pt,0.5,0.5,2,0.18327819434583148
Co,Ni,0.5,0.5,2,-0.15728220696379935
Co,Mo,0.75,0.25,1,0.2153602798435088
Mn,V,0.75,0.25,3,-0.457629080857231
Mn,Mo,0.75,0.25,3,-0.5378897378568297
Mn,Mo,0.75,0.25,3,-0.45831127025937235
Ni,Zr,0.75,0.25,2,-0.4431584750554691
Mn,W,0.75,0.25,2,-0.34708609925561973
Mn,Re,0.75,0.25,2,-0.4549257659591319
Ni,Zr,0.75,0.25,2,-0.47593921285348983
Mn,W,0.75,0.25,3,-0.5946405754575323
Mn,Re,0.75,0.25,3,-0.6520610853612823
Mn,Re,0.75,0.25,3,-0.6335933994550658
Co,La,0.75,0.25,2,-0.3290686256577544
Au,Fe,0.5,0.5,2,-0.12384594685769912
Mn,Tc,0.75,0.25,2,-0.43605888896033207
Au,Fe,0.5,0.5,3,0.1999164589442728
Mn,Tc,0.75,0.25,3,-0.5924003983591035
Mn,Tc,0.75,0.25,3,-0.5977541020538126
Mn,Os,0.75,0.25,3,-0.5390912564607504
Pt,Ta,0.75,0.25,2,-0.05690009215956593
Fe,Au,0.75,0.25,3,1.0180645386363096
Mn,Os,0.75,0.25,2,-0.4102858988617015
Pt,Y,0.75,0.25,2,-0.23899704025731694
Pt,Cr,0.75,0.25,2,-0.0852078226589299
Mn,Os,0.75,0.25,3,-0.6139260995614393
Pt,Y,0.75,0.25,2,-0.4619318808572359
Pt,Sc,0.75,0.25,2,-0.4234631475582944
Pt,Zr,0.75,0.25,2,-0.3094801027609435
Pt,Hf,0.75,0.25,2,-0.31240614295799674
Pt,Nb,0.75,0.25,2,-0.07114443525912861
Pt,V,0.75,0.25,2,-0.17027741145918185
Pt,Cr,0.75,0.25,3,-0.20134981856151057
Pt,Zr,0.75,0.25,3,-0.13942351176135048
Pt,Hf,0.75,0.25,3,-0.1069630519586724
Pt,Nb,0.75,0.25,3,-0.13232106845950398
Pt,V,0.75,0.25,3,-0.21010004725664544
Pt,Nb,0.75,0.25,3,-0.11028039175923254
Pt,V,0.75,0.25,3,-0.11883020855654536
Pt,Mo,0.75,0.25,2,-0.066529792656155
Pt,Re,0.75,0.25,1,-0.3615346638534618
Pt,Tc,0.75,0.25,2,-0.10799994176247196
Pt,Os,0.75,0.25,2,-0.042417785457445234
Pt,Os,0.75,0.25,2,-0.2164556741617787
Pt,Ru,0.75,0.25,2,-0.15316607695328344
Pt,Os,0.75,0.25,3,-0.1726732377637461
Pt,La,0.75,0.25,1,-0.3718385263591415
Pt,Ni,0.75,0.25,3,-0.24717719045926856
Pt,Ni,0.75,0.25,3,-0.1821683780644605
Pt,Rh,0.75,0.25,2,-0.1908722112629846
Pt,Rh,0.75,0.25,2,-0.19138079196179092
Pt,Rh,0.75,0.25,1,-0.3090545167642347
Pt,Fe,0.75,0.25,2,-0.24366052725869736
Pt,Rh,0.75,0.25,1,-0.07139750105758935
Pt,Fe,0.75,0.25,3,-0.11215280705707187
Pt,Mn,0.75,0.25,2,-0.3015768285613092
Co,W,0.75,0.25,3,-0.5425541772628719
Co,Ir,0.75,0.25,3,-0.12378172796067588
Co,W,0.75,0.25,1,0.07272215124342551
Pt,Mn,0.75,0.25,3,-0.16994094275921157
Co,Sc,0.75,0.25,2,-0.47257234835612394
Ni,V,0.75,0.25,3,-0.338061579858703
Co,Sc,0.75,0.25,2,-0.5872136364550613
Pt,Pd,0.75,0.25,2,-0.24980227265675126
Pt,Pd,0.75,0.25,2,-0.20418388426239176
Pd,Pt,0.5,0.5,2,-0.05471093625871504
Pd,Pt,0.5,0.5,2,-0.23053117055584949
Au,Pd,0.5,0.5,2,-0.09205747215943916
Ni,V,0.75,0.25,3,-0.3814804720595646
Pd,Pt,0.5,0.5,2,-0.29168412985652026
Au,Pd,0.5,0.5,3,0.07095082624167048
Au,Pd,0.5,0.5,3,-0.09825472885765407
Pd,Y,0.75,0.25,2,-0.0676581126562894
Pd,Y,0.75,0.25,2,-0.42744104365462476
Pt,Ir,0.75,0.25,2,-0.14806026896164326
Pd,Y,0.75,0.25,1,1.0602427279418691
Pt,Ir,0.75,0.25,2,-0.1744203446569088
Pt,Ir,0.75,0.25,2,-0.22828201365970813
Ni,Mo,0.75,0.25,3,-0.43470716346106997
Pd,Ti,0.75,0.25,2,-0.2444198608600061
Pd,La,0.75,0.25,2,0.004986349941674462
Pd,Sc,0.75,0.25,2,-0.40812368225940077
Pd,Hf,0.75,0.25,2,-0.2327308028570485
Pd,Ti,0.75,0.25,3,-0.10810783485700881
Pd,Cr,0.75,0.25,2,-0.12718179036070865
Pd,Mo,0.75,0.25,3,-0.20248031556090496
Pd,La,0.75,0.25,2,-0.3728559600558299
Pd,Sc,0.75,0.25,3,-0.09153963945843202
Pd,Zr,0.75,0.25,3,-0.2403776098608148
Pd,Hf,0.75,0.25,1,0.5668980254422706
Pd,Ta,0.75,0.25,3,-0.10253331075634264
Pd,Nb,0.75,0.25,1,0.06738667914490293
Pd,V,0.75,0.25,2,-0.1471914093590101
Pd,Cr,0.75,0.25,2,-0.15883107886017456
Pd,Tc,0.75,0.25,3,-0.2523191895588468
Co,Os,0.75,0.25,2,-0.20294250085768795
Pd,Ta,0.75,0.25,3,-0.2494644433563451
Pd,V,0.75,0.25,2,-0.10441837935920262
Pd,Cr,0.75,0.25,3,-0.22574536846056503
Pd,W,0.75,0.25,3,-0.36182636985810746
Pd,W,0.75,0.25,1,0.3747325931408625
Pd,Re,0.75,0.25,3,-0.22444765755696494
Pd,W,0.75,0.25,1,-0.3275796187581079
Co,Os,0.75,0.25,3,-0.3855674858559439
Co,Os,0.75,0.25,3,-0.43064899375801247
Pd,Au,0.75,0.25,2,-0.06741810835862339
Pd,Au,0.75,0.25,2,0.03265991924220657
Co,Zr,0.75,0.25,2,-0.5452901458620261
Co,Zr,0.75,0.25,2,-0.6072859777623023
Pd,Os,0.75,0.25,2,0.10504791474252784
Pd,Os,0.75,0.25,2,0.010616385342501644
Pd,Os,0.75,0.25,3,-0.4097699710573295
Co,Zr,0.75,0.25,2,-0.33967358225979183
Pd,Os,0.75,0.25,1,0.28609559184135946
Pd,Os,0.75,0.25,1,-0.42750635106037294
Pd,Ir,0.75,0.25,2,-0.3479493803597222
Pd,Ni,0.75,0.25,3,-0.2528377025582529
Pd,Fe,0.75,0.25,3,-0.12579741125861688
Pd,Ir,0.75,0.25,3,-0.12041377506008644
Pd,Ni,0.75,0.25,2,-0.05589163825695209
Pd,Co,0.75,0.25,1,0.27885695564421553
Au,Y,0.75,0.25,2,0.34331909134292005
Au,Zr,0.75,0.25,2,0.07330665173961393
Pd,Rh,0.75,0.25,2,-0.04881218856004921
Au,Y,0.75,0.25,1,0.46128629084071804
Au,La,0.75,0.25,2,0.2417893364445547
Pd,Rh,0.75,0.25,2,-0.1271254628581744
Pd,Mn,0.75,0.25,2,-0.23097131475421406
Pd,Pt,0.75,0.25,2,-0.08274029435321495
Au,Y,0.75,0.25,1,0.6500688039423324
Au,La,0.75,0.25,2,0.21123272104253488
Pd,Mn,0.75,0.25,3,-0.26124778885329647
Pd,Pt,0.75,0.25,2,-0.25807875115330603
Pd,Mn,0.75,0.25,3,-0.11996614785218185
Au,Hf,0.75,0.25,2,0.04587988984079061
Au,Ti,0.75,0.25,2,0.09859432684336866
Au,Ta,0.75,0.25,3,-0.2161564849584181
Au,Cr,0.75,0.25,3,0.0054075822418155894
Au,Mo,0.75,0.25,3,-0.08812678775845484
Au,Tc,0.75,0.25,1,-0.08144203925891702
Pd,Co,0.75,0.25,2,0.0069941420452153125
Au,Hf,0.75,0.25,3,0.06298605414215785
Au,Ti,0.75,0.25,3,0.10980827424376116
Au,Ta,0.75,0.25,1,0.5405646168447049
Au,Nb,0.75,0.25,2,-0.09296823726160142
Au,V,0.75,0.25,3,0.026770287339815013
Au,Cr,0.75,0.25,3,-0.05651518705687408
Au,Mo,0.75,0.25,3,-0.19196202715735922
Au,W,0.75,0.25,3,-0.3532013134599481
Pd,Co,0.75,0.25,2,-0.1009285193567564
Au,Hf,0.75,0.25,3,0.06336851014296485
Au,Ti,0.75,0.25,3,0.08245906464165387
Au,Ta,0.75,0.25,1,-0.3479194479577643
Au,Nb,0.75,0.25,3,-0.04713678366076124
Au,V,0.75,0.25,3,-0.011167960160463508
Au,W,0.75,0.25,1,-0.3924270675588275
Au,Nb,0.75,0.25,3,-0.0909492885611769
Au,V,0.75,0.25,1,0.4973151154418076
Au,Nb,0.75,0.25,1,0.5207604437391922
Au,V,0.75,0.25,1,0.15639770084183624
Pd,Fe,0.75,0.25,2,-0.15939761986280132
Au,Nb,0.75,0.25,1,-0.06400716135883044
Au,Ir,0.75,0.25,2,0.33290121304256104
Pd,Ir,0.75,0.25,2,-0.05267266755888045
Pd,Ru,0.75,0.25,2,-0.09157365385814842
Au,Fe,0.75,0.25,2,0.2437946793443473
Pd,Ru,0.75,0.25,2,-0.2430006512576881
Au,Fe,0.75,0.25,3,0.21868292594174932
Au,Fe,0.75,0.25,3,0.21886347344209867
Co,Hf,0.75,0.25,2,-0.5465224133576783
Au,Rh,0.75,0.25,2,-0.0630223814577846
Co,Hf,0.75,0.25,2,-0.6222055713578527
Au,Ru,0.75,0.25,2,-0.15031677285784895
Au,Pt,0.75,0.25,2,0.35368921364081984
Au,Pd,0.75,0.25,2,0.33800987824091067
Ag,La,0.75,0.25,2,0.0406928558377615
Co,Hf,0.75,0.25,2,-0.33885968976298386
Au,Ru,0.75,0.25,1,-0.10055150565946747
Au,Pd,0.75,0.25,2,0.21455768004037168
Ag,La,0.75,0.25,2,0.1686354765415956
Ag,Ti,0.75,0.25,3,-0.1511731151540232
Ag,Ta,0.75,0.25,2,-0.4560328610523072
Au,Mn,0.75,0.25,2,0.3776141426433526
Ag,Y,0.75,0.25,3,0.1589174750415907
Ag,La,0.75,0.25,3,0.05758704353596045
Ag,Sc,0.75,0.25,3,-0.09236754596255992
Ag,Zr,0.75,0.25,2,-0.20475260215513913
Ag,Hf,0.75,0.25,3,-0.24890470515580887
Au,Mn,0.75,0.25,3,0.37942193094298204
Ag,Y,0.75,0.25,3,-0.03262753765645243
Ag,La,0.75,0.25,1,0.5569378425362004
Ag,Zr,0.75,0.25,3,-0.1774533254565256
Ag,Hf,0.75,0.25,3,-0.297241238759824
Ag,Nb,0.75,0.25,2,-0.3284271173606328
Ag,V,0.75,0.25,3,-0.219877505557605
Ag,Mo,0.75,0.25,1,-0.22036744656267615
Ag,W,0.75,0.25,2,-0.5505418068559891
Au,Mn,0.75,0.25,3,0.33297386734287215
Ag,La,0.75,0.25,1,0.37776557394047927
Ag,Zr,0.75,0.25,3,-0.24889205185806418
Ag,Nb,0.75,0.25,1,-0.21667037196218075
Ag,V,0.75,0.25,3,-0.2819521144546968
Ag,W,0.75,0.25,3,-0.5802978632554812
Ag,Tc,0.75,0.25,3,-0.3654318781545669
Ag,Tc,0.75,0.25,3,-0.4454118497587558
Co,Ru,0.75,0.25,3,-0.3464645912599451
Ag,Os,0.75,0.25,2,-0.5935819165524379
Ag,Ru,0.75,0.25,1,-0.22275483735481316
Ag,Ni,0.75,0.25,2,0.48501597814268393
Ag,Co,0.75,0.25,2,-0.04231982445978133
Ag,Fe,0.75,0.25,1,0.24003828383959558
Ag,Pt,0.75,0.25,2,0.5458272984479038
Ag,Ni,0.75,0.25,2,-0.020605140153719503
Ag,Pd,0.75,0.25,2,0.49782981884439437
Ag,Ni,0.75,0.25,3,-0.0399177395583763
Ag,Pd,0.75,0.25,2,0.17965853604349036
Ag,Au,0.75,0.25,2,0.4025973223406538
Cu,Y,0.75,0.25,2,0.17964642694371946
Cu,Sc,0.75,0.25,3,-0.014010733356343508
Cu,Sc,0.75,0.25,3,-0.26196331215666646
Cu,Sc,0.75,0.25,1,0.5229415722433544
Ag,Fe,0.75,0.25,2,0.02757696873689497
Ag,Fe,0.75,0.25,3,0.001229002141400315
Co,Ti,0.75,0.25,2,-0.31996138366136506
Ag,Fe,0.75,0.25,3,-0.016753776958438493
Co,Ti,0.75,0.25,3,-0.5904941048565604
Cu,Ta,0.75,0.25,2,-0.3658800496623087
Cu,Nb,0.75,0.25,3,-0.2485415692635513
Cu,V,0.75,0.25,3,-0.26706095675669417
Cu,Tc,0.75,0.25,3,-0.3463731609581089
Cu,Rh,0.75,0.25,1,-0.0025113386645614355
Cu,Ta,0.75,0.25,3,-0.34111782645683775
Cu,Nb,0.75,0.25,3,-0.3839594291630135
Cu,V,0.75,0.25,3,-0.38200265855900284
Cu,Cr,0.75,0.25,3,-0.3191996008526701
Cu,Tc,0.75,0.25,3,-0.47858837715372715
Cu,Os,0.75,0.25,3,-0.4686899641592106
Cu,Ni,0.75,0.25,2,-0.1276320028618727
Co,Ti,0.75,0.25,3,-0.5285116064614783
Cu,Ta,0.75,0.25,3,-0.4375084393604709
Cu,V,0.75,0.25,1,0.10020333604282428
Cu,Cr,0.75,0.25,1,0.07279031584133122
Cu,Os,0.75,0.25,3,-0.5754687950529558
Cu,Ni,0.75,0.25,3,-0.19024172356054692
Cu,Mn,0.75,0.25,3,-0.16454764646093167
Cu,Pt,0.75,0.25,2,0.12897529274144404
Cu,Os,0.75,0.25,1,-0.37114477225892983
Cu,Pt,0.75,0.25,2,-0.11269934775825163
Cu,Au,0.75,0.25,2,0.2226825911430126
Cu,Pd,0.75,0.25,1,0.3466459551428045
Cu,Au,0.75,0.25,2,0.2782176242408525
Cu,Mo,0.75,0.25,3,-0.3294816944607817
Cu,Zn,0.75,0.25,2,0.3296846913517868
Cu,Ag,0.75,0.25,1,0.5109557740370576
Cu,Zn,0.75,0.25,1,0.5345464111533431
Cu,Ag,0.75,0.25,2,0.08199443033757348
Cu,Ag,0.75,0.25,1,0.8472129670417701
Cu,Ag,0.75,0.25,2,0.0842990984392884
Cu,Zn,0.5,0.5,2,0.19318626733095812
Cu,Ag,0.75,0.25,2,0.2738481562419395
Cu,Cd,0.75,0.25,2,0.4011851875411878
Cu,Cd,0.75,0.25,3,0.08699724324199565
Cd,Cu,0.5,0.5,2,0.1719347208427564
Cu,Cd,0.75,0.25,3,0.03172738503874939
Cd,Cu,0.5,0.5,1,0.9946751297475487
Cd,Cu,0.5,0.5,1,0.4803197014416867
Zn,Zr,0.75,0.25,2,-0.37063850436149437
Cu,W,0.75,0.25,3,-0.5425994841561703
Zn,Y,0.75,0.25,2,-0.15022670326194998
Zn,La,0.75,0.25,2,-0.014136994162043948
Zn,Sc,0.75,0.25,2,-0.1618719510579183
Zn,Hf,0.75,0.25,2,-0.4376459928525662
Cu,W,0.75,0.25,1,-0.36379797066089736
Zn,La,0.75,0.25,3,0.16165167484089693
Zn,Sc,0.75,0.25,3,-0.13770402445422292
Zn,Hf,0.75,0.25,3,-0.4107399207559581
Zn,Ti,0.75,0.25,2,-0.3182771350538758
Zn,La,0.75,0.25,3,-0.010895710262929015
Zn,Sc,0.75,0.25,3,-0.15420296675344503
Zn,Hf,0.75,0.25,3,-0.39675993625766637
Zn,Ti,0.75,0.25,3,-0.33853628245466894
Cu,Fe,0.75,0.25,3,-0.16831900815938639
Zn,Ti,0.75,0.25,3,-0.3248911339532867
Cu,Fe,0.75,0.25,3,-0.23066668325824935
Zn,Ti,0.75,0.25,1,0.6160798806459127
Zn,Ti,0.75,0.25,1,0.10805422844808277
Zn,Ta,0.75,0.25,2,-0.5300785740537037
Zn,Nb,0.75,0.25,2,-0.4425994171606078
Zn,W,0.75,0.25,2,-0.5515508049638527
Zn,Os,0.75,0.25,1,-0.6151028558515179
Zn,Ir,0.75,0.25,2,0.5397542618457294
Zn,Pt,0.75,0.25,2,0.6644965517416779
Zn,Pd,0.75,0.25,2,0.44167885613663316
Zn,Au,0.75,0.25,2,0.6564539550390975
Zn,Ag,0.75,0.25,2,0.6316163563397197
Zn,Ta,0.75,0.25,3,-0.5218196469567999
Zn,Cr,0.75,0.25,2,-0.3293505355604509
Zn,Mn,0.75,0.25,2,0.047347399843630456
Zn,Pt,0.75,0.25,1,0.006289775338728987
Zn,Pd,0.75,0.25,2,0.3709156523409831
Zn,Au,0.75,0.25,2,0.722909188539262
Zn,Ag,0.75,0.25,2,0.646847928445851
Zn,Cd,0.75,0.25,2,0.620663910443028
Co,Ta,0.75,0.25,3,-0.5707659875542674
Zn,Ta,0.75,0.25,3,-0.5540522114524435
Zn,V,0.75,0.25,2,-0.3418564794546626
Zn,Cr,0.75,0.25,3,-0.33269644735898396
Zn,Mo,0.75,0.25,3,-0.40598064975981174
Zn,Ru,0.75,0.25,1,-0.3565236874628397
Zn,Rh,0.75,0.25,2,0.4682431532355906
Zn,Ni,0.75,0.25,2,0.5105950871448215
Zn,Fe,0.75,0.25,2,-0.01750195396650156
Zn,Mn,0.75,0.25,3,0.010720468942082562
Zn,Au,0.75,0.25,3,0.45180516433995876
Zn,Cd,0.75,0.25,2,0.5215459004475917
Zn,V,0.75,0.25,3,-0.36481281925713915
Zn,Mo,0.75,0.25,3,-0.46668407705780623
Zn,Rh,0.75,0.25,1,-0.04668167326505568
Zn,Ni,0.75,0.25,3,0.10430966984952761
Zn,Fe,0.75,0.25,3,-0.03148697256162336
Zn,Mn,0.75,0.25,3,0.04782659224386521
Zn,Cu,0.75,0.25,2,0.5802465698443768
Zn,Cd,0.75,0.25,2,0.6018075098409383
Zn,V,0.75,0.25,3,-0.38612082945380166
Zn,Fe,0.75,0.25,3,-0.04987697007069869
Zn,Mn,0.75,0.25,1,0.7980082543445235
Zn,Cu,0.75,0.25,2,0.46735769483441914
Zn,Cd,0.75,0.25,1,0.6940747817434669
Zn,Fe,0.75,0.25,1,0.8265739486314772
Zn,Mn,0.75,0.25,1,0.20882478574006313
Zn,Cd,0.75,0.25,1,0.9694534422460777
Co,Ta,0.75,0.25,1,0.41173721804173624
Zn,Fe,0.75,0.25,1,0.0526770213409975
Cd,Zn,0.5,0.5,2,0.6143028412416527
Cd,La,0.75,0.25,2,-0.001025597058259109
Cd,Zr,0.75,0.25,3,-0.31790243425618314
Cd,Nb,0.75,0.25,3,-0.36085070565874844
Cd,V,0.75,0.25,2,-0.2253864503572629
Cd,La,0.75,0.25,3,0.08157415054395756
Cd,Zr,0.75,0.25,3,-0.3141031808581545
Cd,Hf,0.75,0.25,2,-0.36763858536048133
Cd,Ta,0.75,0.25,2,-0.47724386265596763
Cd,V,0.75,0.25,3,-0.22514154785582718
Cd,Y,0.75,0.25,2,-0.09968849665798984
Cd,La,0.75,0.25,3,0.006155078944203751
Cd,Sc,0.75,0.25,2,-0.08994831775905254
Cd,Zr,0.75,0.25,2,-0.31639437935788806
Cd,Hf,0.75,0.25,3,-0.36186745906067586
Cd,Ti,0.75,0.25,2,-0.20744584885957806
Cd,Ta,0.75,0.25,3,-0.481345570557977
Cd,Mo,0.75,0.25,3,-0.40662351875923264
Cd,Y,0.75,0.25,3,-0.07064633085516903
Cd,Sc,0.75,0.25,3,-0.09615020035832345
Cd,Hf,0.75,0.25,3,-0.34751467855946316
Cd,Ti,0.75,0.25,3,-0.22047833295707164
Cd,Ir,0.75,0.25,2,0.7698441998409464
Cd,Rh,0.75,0.25,2,0.7174995655414307
Cd,Y,0.75,0.25,3,-0.09408730535776044
Cd,Sc,0.75,0.25,3,-0.08904775706011492
Cd,Ti,0.75,0.25,3,-0.21217722825801388
Cd,Tc,0.75,0.25,1,-0.4756434251603139
Cd,Y,0.75,0.25,1,0.7429386719423121
Cd,Sc,0.75,0.25,1,0.8230893949412632
Cd,Ni,0.75,0.25,2,0.7596883671403987
Cd,Y,0.75,0.25,1,0.25719274844325923
Cd,Sc,0.75,0.25,1,0.21927123604203302
Cd,Ni,0.75,0.25,1,1.0084879003416347
Cd,Ni,0.75,0.25,1,0.1076193905401226
Cd,Pd,0.75,0.25,2,0.7181915509400199
Cd,Au,0.75,0.25,2,0.8048923262440724
Cd,Au,0.75,0.25,2,0.7471209255427596
Cd,Cu,0.75,0.25,2,0.7542892204410521
Cd,Zn,0.75,0.25,2,0.5978800907478501
Hg,La,0.75,0.25,2,0.18173585304342055
Hg,Sc,0.75,0.25,3,0.10244705063908555
Hg,Ti,0.75,0.25,1,0.0396305234399108
Cd,Pt,0.75,0.25,2,0.7992054190445117
Cd,Pd,0.75,0.25,2,0.7650457443424159
Cd,Pd,0.75,0.25,2,0.39241373404095725
Cd,Au,0.75,0.25,2,0.7894895944419034
Cd,Ag,0.75,0.25,2,0.8262581605422668
Cd,Cu,0.75,0.25,2,0.8345474284406293
Cd,Zn,0.75,0.25,1,0.9085125956417244
Hg,Y,0.75,0.25,2,0.09365246744076217
Hg,La,0.75,0.25,1,0.3486149708451478
Hg,Zr,0.75,0.25,2,-0.047303725455066115
Hg,V,0.75,0.25,1,0.996069168942114
Cd,Mn,0.75,0.25,2,0.2158787928429149
Cd,Ag,0.75,0.25,2,0.8196372227439781
Cd,Cu,0.75,0.25,2,0.5099488167407173
Cd,Zn,0.75,0.25,2,0.7004200682431758
Cd,Zn,0.75,0.25,1,0.5908048588471786
Hg,V,0.75,0.25,1,-0.12220197115945552
Cd,Ag,0.75,0.25,2,0.776154927943054
Cd,Zn,0.75,0.25,2,0.7795189352482623
Hg,Zr,0.75,0.25,1,-0.018130400857415907
Cd,Mn,0.75,0.25,1,0.9704054325420941
Cd,Fe,0.75,0.25,1,1.0026324186410704
Cd,Mn,0.75,0.25,1,0.2664783611408268
Cd,Fe,0.75,0.25,1,0.13491132003858297
Hg,Ag,0.75,0.25,1,0.9169062191404294
Hg,Cu,0.75,0.25,1,0.5045968818422182
Hg,Zn,0.75,0.25,2,1.3874545847402544
Hg,Cd,0.75,0.25,1,0.978912799645542
Hg,Re,0.75,0.25,1,-0.8287088178576312
Hg,Tc,0.75,0.25,1,1.0539036999407756
Hg,Os,0.75,0.25,1,-0.787379895856219
Hg,Ru,0.75,0.25,1,1.0507041854407646
Hg,Zn,0.75,0.25,2,1.3908849878398826
Hg,Cd,0.75,0.25,2,1.3269340180422944
Hg,Tc,0.75,0.25,1,-0.4845306630586208
Hg,Ru,0.75,0.25,1,-0.3705628567613246
Hg,Fe,0.75,0.25,1,0.24073639194196517
Hg,Zn,0.75,0.25,1,0.7714689915419797
Hg,Cd,0.75,0.25,2,1.3334410762445543
Co,Nb,0.75,0.25,3,-0.5683234937596069
Hg,Cd,0.75,0.25,2,1.0298718302447298
La,Zr,0.75,0.25,2,-0.6457375679592303
La,Zr,0.5,0.5,2,-0.8791350495584709
La,Y,0.5,0.5,2,-0.3417181095582862
La,Sc,0.5,0.5,2,-0.6995449502582858
La,Hf,0.75,0.25,2,-0.6722577826576241
Hf,La,0.5,0.5,2,-0.8967842171577729
Hf,Ti,0.5,0.5,2,-0.7459253934566448
Hf,Nb,0.5,0.5,2,-0.6831822007579547
Hf,La,0.5,0.5,3,-0.821534672558272
Hf,Nb,0.75,0.25,3,-1.0045128613591885
Hf,V,0.75,0.25,3,-0.993170476259337
Hf,V,0.5,0.5,2,-0.6867800900572263
Hf,V,0.75,0.25,3,-0.9209823483570005
Hf,V,0.5,0.5,2,-0.8328944729573493
Cr,Mo,0.5,0.5,2,-0.6512046069610449
Cr,Re,0.5,0.5,2,-0.3621407973577959
Cr,Os,0.5,0.5,2,-0.3612856796562198
Cr,Ru,0.75,0.25,3,-0.7844831080574011
Cr,Ru,0.5,0.5,2,-0.35102263405767076
Cr,Tc,0.5,0.5,2,-0.434027014859538
Cr,Ru,0.75,0.25,3,-0.8355762908604163
Cr,Ir,0.5,0.5,2,-0.3590313525591853
Cr,W,0.75,0.25,2,-0.6389513208586948
Cr,Tc,0.75,0.25,3,-0.9217273961575927
Cr,Tc,0.5,0.5,2,-0.4999395173608434
