system_id,composition_fraction
random2075115,"{'Ge': 0.1111111111111111, 'S': 0.4444444444444444, 'Tl': 0.4444444444444444}"
random1490193,"{'Hf': 0.5, 'Sn': 0.5}"
random2344764,"{'Bi': 0.25, 'Pd': 0.5, 'Y': 0.25}"
random539532,"{'Co': 0.75, 'Mo': 0.25}"
random625407,{'Bi': 1.0}
random1640933,"{'Na': 0.5, 'As': 0.5}"
random278323,{'Y': 1.0}
random2188125,"{'Sr': 0.3333333333333333, 'Cd': 0.6666666666666666}"
random1509905,"{'Si': 0.6, 'Os': 0.4}"
random2307759,"{'Ir': 0.5, 'Ru': 0.5}"
random804777,"{'Nb': 0.26666666666666666, 'Fe': 0.26666666666666666, 'Si': 0.4666666666666667}"
random2160102,"{'Zr': 0.3333333333333333, 'Pd': 0.6666666666666666}"
random791546,"{'Ge': 0.375, 'Sr': 0.625}"
random1274960,"{'N': 0.4444444444444444, 'Y': 0.2222222222222222, 'Zn': 0.3333333333333333}"
random1498964,"{'Hf': 0.4117647058823529, 'Ni': 0.5882352941176471}"
random1140235,"{'Bi': 0.25, 'Rb': 0.25, 'Tl': 0.5}"
random1783130,"{'Cl': 0.5, 'Rb': 0.5}"
random2152239,"{'As': 0.6666666666666666, 'Ru': 0.3333333333333333}"
random1250029,"{'S': 0.5, 'Sr': 0.5}"
random760546,"{'Fe': 0.2, 'Pd': 0.4, 'Se': 0.4}"
random170320,"{'K': 0.75, 'Zn': 0.25}"
random150940,{'Ir': 1.0}
random1903584,"{'Ag': 0.3333333333333333, 'Sn': 0.3333333333333333, 'Y': 0.3333333333333333}"
random1767852,"{'Sr': 0.625, 'Bi': 0.375}"
random1097549,"{'Bi': 0.3333333333333333, 'Sr': 0.6666666666666666}"
random1815879,"{'Tl': 0.5, 'Hg': 0.5}"
random2185166,"{'Zr': 0.25, 'Zn': 0.5, 'Ge': 0.25}"
random574941,"{'Pb': 0.5, 'S': 0.5}"
random2326048,"{'Ga': 0.4, 'S': 0.6}"
random1407098,"{'Rb': 0.125, 'P': 0.125, 'Se': 0.75}"
random1283462,"{'Tl': 0.5, 'Hg': 0.5}"
random1791225,"{'Ca': 0.5, 'Ag': 0.5}"
random595342,"{'Bi': 0.25, 'Na': 0.25, 'Se': 0.5}"
random1951039,"{'K': 0.2, 'Ni': 0.4, 'Se': 0.4}"
random1443387,"{'Sn': 0.5, 'Se': 0.5}"
random1246300,"{'Fe': 0.25, 'V': 0.75}"
random215332,"{'Sr': 0.25, 'Sn': 0.75}"
random586392,{'Y': 1.0}
random768534,"{'Na': 0.25, 'Cd': 0.75}"
random1932057,"{'Ta': 0.3333333333333333, 'Se': 0.6666666666666666}"
random1636834,"{'Co': 0.42857142857142855, 'Ga': 0.14285714285714285, 'Y': 0.42857142857142855}"
random1383504,{'Ga': 1.0}
random1984832,"{'Si': 0.6666666666666666, 'Os': 0.3333333333333333}"
random1584272,"{'Ga': 0.25, 'Cl': 0.75}"
random2305459,"{'Ga': 0.75, 'Co': 0.25}"
random1303452,"{'Zr': 0.75, 'Sn': 0.25}"
random1999009,"{'N': 0.5555555555555556, 'Ta': 0.4444444444444444}"
random61568,{'Ca': 1.0}
random1518655,"{'Si': 0.5, 'Ni': 0.25, 'Pd': 0.25}"
random292448,"{'Te': 0.8333333333333334, 'Zr': 0.16666666666666666}"
random2404675,"{'Co': 0.25, 'Hf': 0.375, 'Si': 0.375}"
random803027,"{'Ca': 0.5, 'N': 0.42857142857142855, 'Rh': 0.07142857142857142}"
random681478,"{'Si': 0.5, 'S': 0.5}"
random278476,"{'Na': 0.25, 'Sb': 0.25, 'Te': 0.5}"
random466398,"{'Ti': 0.5, 'W': 0.5}"
random1266938,"{'Ga': 0.16666666666666666, 'Hg': 0.16666666666666666, 'Cl': 0.6666666666666666}"
random539810,"{'Co': 0.5, 'Ta': 0.25, 'Zn': 0.25}"
random1505524,{'V': 1.0}
random471624,"{'Zn': 0.16666666666666666, 'Si': 0.3333333333333333, 'Ni': 0.5}"
random1206550,"{'Ru': 0.5, 'Si': 0.25, 'V': 0.25}"
random268032,"{'Sc': 0.75, 'Tl': 0.25}"
random1179127,"{'Ge': 0.14285714285714285, 'S': 0.5714285714285714, 'Zn': 0.2857142857142857}"
random1185744,"{'K': 0.25, 'Ga': 0.75}"
random2350459,{'Rb': 1.0}
random1996708,"{'Mn': 0.25, 'N': 0.5, 'Rh': 0.25}"
random1789173,"{'Ga': 0.7, 'Pt': 0.3}"
random1119687,"{'Ti': 0.5, 'Zn': 0.5}"
random865187,{'Cs': 1.0}
random2083929,{'V': 1.0}
random1953577,"{'P': 0.14285714285714285, 'Pt': 0.7142857142857143, 'Sn': 0.14285714285714285}"
random1999337,"{'C': 0.5, 'Nb': 0.5}"
random2009082,"{'As': 0.5, 'Y': 0.5}"
random1483908,{'Rb': 1.0}
random1810715,"{'Si': 0.3939393939393939, 'Rh': 0.6060606060606061}"
random797017,"{'Cu': 0.3333333333333333, 'Se': 0.6666666666666666}"
random404176,"{'Co': 0.3333333333333333, 'Sb': 0.3333333333333333, 'Ti': 0.3333333333333333}"
random1755100,"{'Na': 0.2, 'Ga': 0.8}"
random1300827,"{'Nb': 0.4166666666666667, 'Ir': 0.5833333333333334}"
random1269210,"{'As': 0.23076923076923078, 'Cu': 0.2692307692307692, 'Se': 0.5}"
random2111258,"{'Zr': 0.25, 'Cl': 0.75}"
random1771861,"{'Ni': 0.5, 'Ti': 0.5}"
random2006359,"{'Sr': 0.3333333333333333, 'Ge': 0.6666666666666666}"
random1716330,"{'Mo': 0.75, 'Pt': 0.25}"
random1072143,"{'Sr': 0.5, 'Pd': 0.5}"
random1897199,"{'Nb': 0.75, 'In': 0.0625, 'Sn': 0.1875}"
random1341180,"{'Sb': 0.4, 'S': 0.6}"
random411349,"{'Zn': 0.3333333333333333, 'Pd': 0.6666666666666666}"
random1857252,"{'Si': 0.375, 'Ru': 0.625}"
random1577425,"{'Nb': 0.3333333333333333, 'Ni': 0.3333333333333333, 'P': 0.3333333333333333}"
random794089,"{'Na': 0.06666666666666667, 'Nb': 0.4, 'S': 0.5333333333333333}"
random952230,"{'Ge': 0.4, 'Pt': 0.6}"
random1880997,"{'Sn': 0.2, 'P': 0.2, 'S': 0.6}"
random1297671,{'Rb': 1.0}
random2325441,"{'Sc': 0.5, 'Ga': 0.5}"
random1251579,"{'Zn': 0.25, 'Pt': 0.75}"
random1727912,"{'Rb': 0.2, 'Cu': 0.2, 'Cl': 0.6}"
random2019270,"{'Hf': 0.3333333333333333, 'Ga': 0.3333333333333333, 'Au': 0.3333333333333333}"
random1552094,"{'Al': 0.3333333333333333, 'Au': 0.6666666666666666}"
random1296386,"{'Pt': 0.6666666666666666, 'W': 0.3333333333333333}"
random2115746,"{'Hf': 0.3333333333333333, 'V': 0.3333333333333333, 'Si': 0.3333333333333333}"
random1879333,"{'V': 0.42857142857142855, 'S': 0.5714285714285714}"
random895475,"{'Rb': 0.5, 'Pb': 0.5}"
random2377248,"{'Nb': 0.38461538461538464, 'As': 0.3076923076923077, 'Pd': 0.3076923076923077}"
random252259,{'Rb': 1.0}
random579957,"{'Na': 0.5, 'Cu': 0.25, 'P': 0.25}"
random1799004,{'Cs': 1.0}
random1595947,"{'Y': 0.25, 'In': 0.375, 'Sn': 0.375}"
random2273704,"{'Hf': 0.6666666666666666, 'Ag': 0.3333333333333333}"
random1674118,"{'Ta': 0.25, 'Ga': 0.75}"
random1966750,"{'Ag': 0.25, 'S': 0.5, 'Sn': 0.25}"
random2122619,{'In': 1.0}
random2289414,"{'P': 0.6666666666666666, 'W': 0.3333333333333333}"
random437360,"{'Y': 0.25, 'Pt': 0.75}"
random666815,"{'Co': 0.3333333333333333, 'Sb': 0.3333333333333333, 'S': 0.3333333333333333}"
random2289224,"{'Mo': 0.6666666666666666, 'Ti': 0.3333333333333333}"
random2051731,"{'Y': 0.375, 'In': 0.625}"
random213187,"{'Ga': 0.2777777777777778, 'Pd': 0.7222222222222222}"
random1607141,"{'Ga': 0.5, 'P': 0.5}"
random967805,"{'Ge': 0.5, 'Rh': 0.5}"
random116734,"{'Sc': 0.23809523809523808, 'Si': 0.3333333333333333, 'Pt': 0.42857142857142855}"
random147428,"{'Pb': 0.25, 'Y': 0.75}"
random763119,"{'Zr': 0.2727272727272727, 'Co': 0.045454545454545456, 'Cl': 0.6818181818181818}"
random1402764,"{'Zr': 0.75, 'Ga': 0.25}"
random1363388,"{'Y': 0.2, 'W': 0.2, 'N': 0.6}"
random101281,"{'Ti': 0.75, 'In': 0.25}"
random1780105,{'Rb': 1.0}
random1322598,"{'Ti': 0.5555555555555556, 'Ge': 0.4444444444444444}"
random1721207,"{'Hf': 0.6666666666666666, 'P': 0.3333333333333333}"
random1849028,"{'Hf': 0.4117647058823529, 'Cu': 0.5882352941176471}"
random1885456,"{'Ca': 0.3333333333333333, 'Zn': 0.6666666666666666}"
random764730,"{'Sr': 0.3333333333333333, 'Ga': 0.3333333333333333, 'Sn': 0.3333333333333333}"
random2243957,"{'Rb': 0.6666666666666666, 'Ca': 0.3333333333333333}"
random508934,"{'Ca': 0.2222222222222222, 'Ag': 0.7777777777777778}"
random1576182,"{'Al': 0.6, 'Zr': 0.4}"
random285360,"{'Hf': 0.35714285714285715, 'Sb': 0.6428571428571429}"
random1591017,"{'Mn': 0.3333333333333333, 'S': 0.6666666666666666}"
random129206,"{'Zr': 0.6666666666666666, 'Au': 0.3333333333333333}"
random1124518,"{'Ti': 0.25, 'In': 0.25, 'Pd': 0.5}"
random1425374,"{'Ga': 0.5, 'Au': 0.5}"
random1480445,"{'Na': 0.375, 'P': 0.125, 'S': 0.5}"
random669839,"{'Ca': 0.5, 'Se': 0.5}"
random2147307,"{'Mn': 0.16666666666666666, 'Pd': 0.5, 'Si': 0.3333333333333333}"
random2096077,"{'Sr': 0.5, 'P': 0.5}"
random2065211,"{'Sr': 0.25, 'Hg': 0.75}"
random2023680,"{'In': 0.1, 'Na': 0.5, 'S': 0.4}"
random1924646,"{'Co': 0.16666666666666666, 'Ga': 0.5, 'Zr': 0.3333333333333333}"
random234087,"{'Al': 0.8181818181818182, 'Co': 0.18181818181818182}"
random1168738,"{'Al': 0.25, 'Ir': 0.5, 'Ti': 0.25}"
random2189854,"{'Si': 0.5, 'Os': 0.5}"
random1366818,"{'Ti': 0.5, 'Ga': 0.25, 'C': 0.25}"
random1143908,"{'Al': 0.6666666666666666, 'Au': 0.3333333333333333}"
random2020288,"{'Ge': 0.6666666666666666, 'Mn': 0.3333333333333333}"
random311833,"{'Ca': 0.3333333333333333, 'Al': 0.3333333333333333, 'Pt': 0.3333333333333333}"
random2228424,"{'Na': 0.5555555555555556, 'Sn': 0.1111111111111111, 'P': 0.3333333333333333}"
random1537980,"{'Ti': 0.3333333333333333, 'Ge': 0.3333333333333333, 'Sb': 0.3333333333333333}"
random1212395,{'As': 1.0}
random885876,"{'Sc': 0.4, 'Se': 0.6}"
random2132262,"{'Tl': 0.3333333333333333, 'Ge': 0.16666666666666666, 'S': 0.5}"
random1685622,"{'Ga': 0.25, 'Os': 0.5, 'Ta': 0.25}"
random791181,"{'Cr': 0.25, 'Tc': 0.5, 'Ti': 0.25}"
random2211376,"{'Zr': 0.6666666666666666, 'Rh': 0.3333333333333333}"
random73240,"{'Sc': 0.625, 'Pb': 0.375}"
random643106,"{'Fe': 0.6666666666666666, 'Hf': 0.3333333333333333}"
random564052,"{'Pd': 0.5, 'Pb': 0.5}"
random1177104,"{'Cu': 0.25, 'Sb': 0.25, 'Se': 0.5}"
random2243458,"{'Al': 0.5, 'Co': 0.25, 'Ru': 0.25}"
random2294171,{'Ru': 1.0}
random864468,"{'Sr': 0.5, 'Zn': 0.5}"
random7566,"{'Pd': 0.3333333333333333, 'Se': 0.13333333333333333, 'Te': 0.5333333333333333}"
random1101270,"{'Hg': 0.25, 'P': 0.5, 'Si': 0.25}"
random2037177,"{'Ir': 0.5, 'V': 0.5}"
random1666052,"{'Fe': 0.5, 'Ge': 0.5}"
random110423,"{'Cu': 0.3333333333333333, 'Te': 0.6666666666666666}"
random776567,"{'Cu': 0.8, 'Pd': 0.2}"
random2290805,"{'As': 0.75, 'Ir': 0.25}"
random2019888,"{'As': 0.5, 'Sb': 0.5}"
random1432647,"{'Al': 0.25, 'Mn': 0.375, 'V': 0.375}"
random2353487,"{'Sr': 0.3333333333333333, 'Ga': 0.2222222222222222, 'As': 0.4444444444444444}"
random2452688,"{'Sb': 0.25, 'Pd': 0.75}"
random817929,"{'Pt': 0.8888888888888888, 'Ti': 0.1111111111111111}"
random2173984,"{'Hf': 0.0625, 'Al': 0.1875, 'Ni': 0.75}"
random457272,"{'Sc': 0.625, 'Ge': 0.375}"
random1898350,"{'Bi': 0.5, 'Rh': 0.5}"
random527991,"{'V': 0.3333333333333333, 'Ge': 0.6666666666666666}"
random1956439,"{'Se': 0.5, 'Sr': 0.5}"
random2408207,"{'Bi': 0.25, 'Pd': 0.5, 'Sb': 0.25}"
random2441914,{'In': 1.0}
random1284133,{'K': 1.0}
random916136,"{'Sr': 0.3333333333333333, 'Zn': 0.6666666666666666}"
random2465451,"{'In': 0.25, 'Ga': 0.25, 'Se': 0.5}"
random2195725,"{'Ca': 0.375, 'Tl': 0.625}"
random965675,"{'Sr': 0.625, 'Cd': 0.375}"
random2387031,"{'Ca': 0.38461538461538464, 'Ga': 0.15384615384615385, 'As': 0.46153846153846156}"
random715825,"{'K': 0.4, 'Pd': 0.2, 'S': 0.4}"
random1888629,"{'Ca': 0.6666666666666666, 'Cu': 0.3333333333333333}"
random987029,"{'Al': 0.2, 'Ag': 0.8}"
random438502,"{'Ir': 0.4, 'S': 0.6}"
random1835591,{'Al': 1.0}
random1372834,"{'Sr': 0.06666666666666667, 'Si': 0.4, 'N': 0.5333333333333333}"
random957295,"{'S': 0.2727272727272727, 'Ti': 0.7272727272727273}"
random2454907,"{'Sc': 0.3333333333333333, 'Re': 0.6666666666666666}"
random1629617,"{'Sc': 0.5, 'Te': 0.5}"
random1611450,"{'Cs': 0.4, 'Pd': 0.2, 'Sb': 0.4}"
random1461139,"{'Pt': 0.75, 'Pb': 0.25}"
random1784604,"{'Ti': 0.25, 'Rh': 0.75}"
random877165,"{'Ti': 0.5555555555555556, 'Si': 0.3333333333333333, 'C': 0.1111111111111111}"
random758046,"{'Ir': 0.4, 'S': 0.6}"
random1544980,"{'Ca': 0.75, 'Pd': 0.25}"
random1708153,{'Y': 1.0}
random845010,"{'K': 0.25, 'S': 0.5, 'Ti': 0.25}"
random89666,"{'Hf': 0.35714285714285715, 'Sb': 0.6428571428571429}"
random137069,"{'Sr': 0.6, 'P': 0.2, 'N': 0.2}"
random2120459,"{'Tc': 0.25, 'Os': 0.75}"
random386127,"{'Ga': 0.5, 'Au': 0.5}"
random353542,{'K': 1.0}
random2054659,"{'Sc': 0.75, 'Ga': 0.25}"
random422071,"{'Rb': 0.6666666666666666, 'Te': 0.3333333333333333}"
random124552,{'B': 1.0}
random1830891,{'B': 1.0}
random765069,"{'Sr': 0.3333333333333333, 'Zn': 0.3333333333333333, 'Pb': 0.3333333333333333}"
random640209,"{'K': 0.5, 'Rb': 0.25, 'Sb': 0.25}"
random2106890,"{'K': 0.3333333333333333, 'Zn': 0.3333333333333333, 'As': 0.3333333333333333}"
random1579789,"{'Zn': 0.625, 'Pd': 0.375}"
random1772785,"{'Ti': 0.5, 'Ni': 0.5}"
random1804983,"{'Zn': 0.14285714285714285, 'In': 0.2857142857142857, 'S': 0.5714285714285714}"
random1918193,"{'In': 0.6666666666666666, 'Ir': 0.3333333333333333}"
random1029293,"{'Ti': 0.75, 'Si': 0.25}"
random1408823,"{'Si': 0.42857142857142855, 'Ru': 0.5714285714285714}"
random2388499,"{'Co': 0.3333333333333333, 'Te': 0.6666666666666666}"
random2025817,"{'As': 0.3333333333333333, 'Co': 0.3333333333333333, 'S': 0.3333333333333333}"
random2044062,"{'Na': 0.5, 'Hg': 0.5}"
random2418639,"{'Ti': 0.25, 'Mo': 0.75}"
random1853652,"{'Te': 0.5714285714285714, 'Rh': 0.42857142857142855}"
random2246171,"{'As': 0.42857142857142855, 'V': 0.5714285714285714}"
random1521672,"{'Ti': 0.5, 'Ir': 0.5}"
random469803,"{'Rb': 0.5, 'Te': 0.5}"
random2024810,"{'Zr': 0.3333333333333333, 'Au': 0.6666666666666666}"
random1860299,"{'Ni': 0.125, 'P': 0.5, 'Si': 0.375}"
random939058,"{'Cs': 0.3333333333333333, 'Hg': 0.6666666666666666}"
random2294019,"{'Ca': 0.36363636363636365, 'Pd': 0.36363636363636365, 'Si': 0.2727272727272727}"
random1879637,"{'Pt': 0.25, 'Tc': 0.25, 'Ti': 0.5}"
random677569,"{'Fe': 0.5, 'Pd': 0.5}"
random2341062,"{'Cd': 0.25, 'Rh': 0.5, 'Zr': 0.25}"
random1538167,"{'As': 0.5, 'Ge': 0.5}"
random1785473,"{'Tc': 0.75, 'P': 0.25}"
random2208819,"{'Te': 0.6666666666666666, 'Mo': 0.3333333333333333}"
random2164140,"{'Si': 0.5, 'C': 0.5}"
random2109394,"{'Sr': 0.5, 'In': 0.5}"
random378774,"{'Al': 0.6666666666666666, 'Ru': 0.3333333333333333}"
random2224927,"{'Al': 0.2857142857142857, 'Ge': 0.2857142857142857, 'Sr': 0.42857142857142855}"
random456407,"{'Mn': 0.5, 'S': 0.5}"
random2212810,"{'Ti': 0.5, 'Ni': 0.5}"
random1108914,"{'Te': 0.5, 'Pd': 0.5}"
random1020129,"{'Ca': 0.7142857142857143, 'Pd': 0.2857142857142857}"
random609975,"{'Hf': 0.25, 'Co': 0.75}"
random918116,"{'Ag': 0.25, 'Sb': 0.25, 'Te': 0.5}"
random280430,"{'Nb': 0.2857142857142857, 'Cu': 0.14285714285714285, 'Te': 0.5714285714285714}"
random679724,"{'Ca': 0.4, 'Cr': 0.2, 'N': 0.4}"
random1293653,"{'Ru': 0.25, 'Rh': 0.75}"
random1336131,"{'Ta': 0.2, 'Sn': 0.4, 'S': 0.4}"
random2291251,"{'Ag': 0.3333333333333333, 'Zr': 0.6666666666666666}"
random1695885,"{'Ti': 0.75, 'Ga': 0.25}"
random840158,"{'Si': 0.375, 'Ta': 0.625}"
random1861529,{'Cs': 1.0}
random494222,"{'Fe': 0.8, 'V': 0.2}"
random2421065,"{'Sb': 0.25, 'Ta': 0.75}"
random2351899,"{'Co': 0.25, 'Cr': 0.25, 'Mn': 0.5}"
random460024,"{'Zr': 0.25, 'Ir': 0.75}"
random1977527,"{'Re': 0.8275862068965517, 'Sc': 0.1724137931034483}"
random757533,"{'Ni': 0.5, 'As': 0.5}"
random2320022,"{'Ta': 0.5, 'Tc': 0.5}"
random2077509,"{'Sc': 0.25, 'Ga': 0.75}"
random405251,"{'Ti': 0.625, 'Si': 0.375}"
random2487311,"{'Nb': 0.25, 'Ir': 0.75}"
random486194,"{'Rh': 0.3333333333333333, 'Sb': 0.3333333333333333, 'Se': 0.3333333333333333}"
random2043319,"{'P': 0.2222222222222222, 'S': 0.7777777777777778}"
random471567,"{'Sn': 0.125, 'Ir': 0.25, 'Se': 0.625}"
random95223,"{'Ti': 0.375, 'V': 0.25, 'Si': 0.375}"
random141817,"{'Cd': 0.25, 'Pd': 0.75}"
random1659948,"{'Ti': 0.3333333333333333, 'Co': 0.5, 'Si': 0.16666666666666666}"
random489777,"{'Ta': 0.3333333333333333, 'Sb': 0.6666666666666666}"
random2137608,"{'Ag': 0.25, 'Te': 0.5, 'Y': 0.25}"
random1997339,"{'Cs': 0.2, 'Pd': 0.2, 'Cl': 0.6}"
random1222237,"{'Al': 0.75, 'Co': 0.25}"
random2435097,"{'Mo': 0.5, 'C': 0.5}"
random593206,{'Nb': 1.0}
random1811082,"{'Ga': 0.16666666666666666, 'P': 0.16666666666666666, 'S': 0.6666666666666666}"
random594768,{'Ge': 1.0}
random1450726,"{'Fe': 0.2, 'P': 0.8}"
random2496274,"{'Cs': 0.4, 'Te': 0.6}"
random1324775,"{'V': 0.3333333333333333, 'As': 0.6666666666666666}"
random2247051,"{'Hf': 0.5714285714285714, 'Al': 0.42857142857142855}"
random1588656,"{'Fe': 0.5, 'Ge': 0.5}"
random1124013,"{'Al': 0.8, 'Mo': 0.2}"
random1164419,"{'Ta': 0.3333333333333333, 'S': 0.6666666666666666}"
random483723,"{'Ag': 0.6666666666666666, 'S': 0.3333333333333333}"
random1853264,"{'Ca': 0.2, 'In': 0.4, 'N': 0.4}"
random1830796,"{'Al': 0.5, 'Pt': 0.25, 'Ru': 0.25}"
random1633126,"{'Zr': 0.25, 'S': 0.75}"
random2067569,"{'P': 0.5, 'W': 0.5}"
random318016,"{'Ca': 0.6666666666666666, 'Si': 0.3333333333333333}"
random237763,"{'Ti': 0.75, 'Sn': 0.25}"
random1850293,"{'Zr': 0.6, 'Ga': 0.4}"
random1516398,"{'Ti': 0.6666666666666666, 'Zn': 0.3333333333333333}"
random1609859,"{'Sr': 0.4444444444444444, 'V': 0.1111111111111111, 'N': 0.4444444444444444}"
random1475228,"{'S': 0.6666666666666666, 'Ta': 0.3333333333333333}"
random1652170,"{'Cd': 0.75, 'Zr': 0.25}"
random485800,{'Pb': 1.0}
random1860289,"{'Ag': 0.3333333333333333, 'Bi': 0.3333333333333333, 'Ca': 0.3333333333333333}"
random2440974,{'Hf': 1.0}
random657564,"{'Mo': 0.42857142857142855, 'S': 0.5714285714285714}"
random1701790,"{'Zr': 0.6666666666666666, 'Al': 0.3333333333333333}"
random1534094,"{'Cu': 0.3333333333333333, 'P': 0.6666666666666666}"
random2199215,"{'Bi': 0.6666666666666666, 'Ca': 0.3333333333333333}"
random753348,"{'S': 0.3333333333333333, 'Cl': 0.6666666666666666}"
random2171048,"{'Ga': 0.8181818181818182, 'Rh': 0.18181818181818182}"
random1290957,"{'Ga': 0.75, 'K': 0.25}"
random1583093,"{'Sc': 0.3333333333333333, 'Co': 0.3333333333333333, 'Ge': 0.3333333333333333}"
random1755517,"{'Ag': 0.6666666666666666, 'Na': 0.3333333333333333}"
random1483130,"{'Os': 0.25, 'Ru': 0.25, 'Si': 0.5}"
random1323697,"{'Al': 0.6666666666666666, 'Ru': 0.3333333333333333}"
random1603847,"{'Sr': 0.3333333333333333, 'Tl': 0.6666666666666666}"
random1255371,"{'V': 0.4666666666666667, 'S': 0.5333333333333333}"
random862935,{'Sr': 1.0}
random1925156,"{'Sn': 0.4, 'Sr': 0.2, 'Zn': 0.4}"
random2013334,{'Te': 1.0}
random468257,"{'Y': 0.3333333333333333, 'Cd': 0.6666666666666666}"
random1267480,"{'Ti': 0.5, 'Ni': 0.5}"
random2425877,"{'Sc': 0.4, 'S': 0.6}"
random193670,"{'Cr': 0.5, 'N': 0.5}"
random201956,"{'Rh': 0.3333333333333333, 'Sn': 0.6666666666666666}"
random427088,"{'Au': 0.36363636363636365, 'K': 0.09090909090909091, 'Sn': 0.5454545454545454}"
random164798,"{'Al': 0.5, 'Cu': 0.5}"
random1327634,"{'Al': 0.6, 'Pd': 0.4}"
random676075,"{'As': 0.3333333333333333, 'Co': 0.3333333333333333, 'V': 0.3333333333333333}"
random1479501,"{'In': 0.8, 'Sr': 0.2}"
random1006833,"{'Cu': 0.3333333333333333, 'Sn': 0.16666666666666666, 'Se': 0.5}"
random830014,"{'Au': 0.3333333333333333, 'Zr': 0.6666666666666666}"
random1942038,"{'Cr': 0.4, 'Se': 0.6}"
random2437130,"{'Nb': 0.75, 'P': 0.25}"
random545067,"{'Si': 0.3333333333333333, 'S': 0.6666666666666666}"
random1494392,"{'Sr': 0.46153846153846156, 'Ge': 0.38461538461538464, 'N': 0.15384615384615385}"
random2042288,"{'Nb': 0.4, 'Se': 0.6}"
random1588616,"{'Fe': 0.5, 'Ge': 0.5}"
random1258291,{'Ni': 1.0}
random1299735,"{'Zr': 0.4, 'S': 0.2, 'N': 0.4}"
random82827,"{'Cu': 0.3333333333333333, 'Se': 0.6666666666666666}"
random2256580,{'Ga': 1.0}
random1326336,"{'Co': 0.1875, 'Ni': 0.5625, 'P': 0.25}"
random1596806,"{'K': 0.2, 'Mn': 0.2, 'Cl': 0.6}"
random1841091,"{'Ga': 0.25, 'Rh': 0.75}"
random2487755,{'Ca': 1.0}
random1286375,{'Zr': 1.0}
random1597712,"{'Ti': 0.75, 'Zn': 0.25}"
random730432,"{'Mn': 0.25, 'Os': 0.75}"
random438831,"{'Ge': 0.375, 'Rh': 0.625}"
random2329522,"{'Co': 0.5, 'Ga': 0.25, 'Sc': 0.25}"
random1398545,"{'W': 0.3333333333333333, 'N': 0.6666666666666666}"
random1267886,"{'Ca': 0.16666666666666666, 'Ga': 0.5, 'Co': 0.3333333333333333}"
random687105,"{'Ta': 0.3333333333333333, 'Sb': 0.6666666666666666}"
random1973951,{'Na': 1.0}
random1444525,"{'As': 0.6666666666666666, 'Ir': 0.3333333333333333}"
random832408,"{'Ge': 0.5, 'Te': 0.4, 'Se': 0.1}"
random74307,"{'Al': 0.5, 'Ru': 0.5}"
random1227039,"{'Ca': 0.3333333333333333, 'Bi': 0.6666666666666666}"
random1431231,"{'N': 0.6, 'W': 0.4}"
random2037119,"{'Ca': 0.4, 'Sn': 0.2, 'N': 0.4}"
random161358,"{'Cd': 0.125, 'Se': 0.5, 'Zn': 0.375}"
random305929,"{'V': 0.3333333333333333, 'Te': 0.6666666666666666}"
random956734,"{'Pd': 0.5, 'Sr': 0.5}"
random415642,"{'Ni': 0.5, 'Ti': 0.5}"
random913926,"{'K': 0.75, 'P': 0.25}"
random1921625,"{'Mn': 0.5, 'Si': 0.5}"
random1521269,"{'Co': 0.42857142857142855, 'Ga': 0.14285714285714285, 'Y': 0.42857142857142855}"
random1120210,"{'Ag': 0.6666666666666666, 'S': 0.3333333333333333}"
random1605569,"{'Ta': 0.6666666666666666, 'Al': 0.3333333333333333}"
random1339143,"{'Al': 0.5, 'Ru': 0.5}"
random2067996,"{'Na': 0.2, 'P': 0.2, 'S': 0.6}"
random1796224,"{'Hf': 0.6666666666666666, 'Pd': 0.3333333333333333}"
random979570,{'Tl': 1.0}
random2457189,"{'Al': 0.125, 'V': 0.5, 'N': 0.375}"
random2434888,"{'Ti': 0.625, 'Ga': 0.375}"
random1252830,"{'Cs': 0.3333333333333333, 'Na': 0.6666666666666666}"
random2255158,"{'As': 0.42857142857142855, 'Cr': 0.5714285714285714}"
random1832416,{'Re': 1.0}
random1272498,"{'Ga': 0.25, 'Ag': 0.75}"
random1862622,"{'Mo': 0.3333333333333333, 'Se': 0.2222222222222222, 'S': 0.4444444444444444}"
random859073,{'Si': 1.0}
random1688529,"{'Cs': 0.125, 'Cu': 0.5, 'S': 0.375}"
random1738817,"{'Cu': 0.75, 'Si': 0.25}"
random888721,"{'Cu': 0.4, 'P': 0.2, 'Pd': 0.4}"
random1077971,"{'S': 0.5714285714285714, 'Zr': 0.42857142857142855}"
random2246749,"{'Si': 0.3333333333333333, 'As': 0.6666666666666666}"
random789952,"{'N': 0.5, 'Sc': 0.375, 'Y': 0.125}"
random1944744,"{'Ti': 0.5, 'Al': 0.5}"
random920660,"{'Zr': 0.4, 'S': 0.2, 'N': 0.4}"
random1627773,"{'Cu': 0.75, 'Ga': 0.25}"
random1705355,"{'Pd': 0.5, 'Y': 0.5}"
random615906,"{'Fe': 0.3333333333333333, 'S': 0.6666666666666666}"
random10861,"{'Ca': 0.25, 'In': 0.5, 'Pd': 0.25}"
random2115387,"{'Au': 0.5, 'Cs': 0.5}"
random1122788,"{'Ca': 0.38461538461538464, 'Ga': 0.15384615384615385, 'As': 0.46153846153846156}"
random1618945,"{'Ca': 0.6666666666666666, 'Rh': 0.3333333333333333}"
random2304630,{'Ca': 1.0}
