system_id,composition
random857111,"{'Cu': 12, 'Si': 12, 'Sr': 12, 'H': 1}"
random2050661,"{'K': 48, 'Zn': 24, 'Se': 48, 'H': 1}"
random882403,"{'K': 25, 'As': 20, 'H': 1}"
random723933,"{'Cd': 18, 'Ni': 54, 'N': 18, 'H': 1}"
random1790910,"{'Cu': 24, 'Pd': 24, 'H': 1}"
random1255031,"{'Sr': 16, 'As': 32, 'Pt': 32, 'H': 1}"
random1430880,"{'K': 40, 'Sn': 8, 'Bi': 24, 'H': 1}"
random1639750,"{'Hf': 8, 'Pd': 24, 'H': 1}"
random1250704,"{'Ga': 32, 'Pt': 32, 'H': 1}"
random1331497,"{'Ag': 36, 'Pt': 36, 'H': 1}"
random2250975,"{'Ge': 48, 'Mo': 24, 'H': 1}"
random1656233,"{'Hf': 30, 'Sb': 54, 'H': 1}"
random1196178,"{'Al': 80, 'Mn': 50, 'H': 1}"
random1797190,"{'Hf': 32, 'Si': 16, 'H': 1}"
random1548263,"{'Tl': 4, 'P': 4, 'Pd': 20, 'H': 1}"
random793395,"{'Ag': 24, 'Ca': 40, 'H': 1}"
random1202200,"{'Rh': 18, 'Se': 48, 'H': 1}"
random1232405,"{'Si': 48, 'H': 1}"
random1033153,"{'Ca': 16, 'Pb': 8, 'H': 1}"
random1416134,"{'Ca': 24, 'Si': 48, 'H': 1}"
random2420742,"{'In': 36, 'Rh': 36, 'H': 1}"
random682067,"{'As': 15, 'Pd': 30, 'H': 1}"
random985449,"{'Ca': 24, 'Pb': 12, 'H': 1}"
random286443,"{'K': 32, 'Se': 16, 'H': 1}"
random1255221,"{'K': 16, 'Sb': 32, 'H': 1}"
random1925801,"{'Ru': 16, 'Ta': 48, 'H': 1}"
random1613738,"{'Ag': 16, 'Sb': 16, 'Se': 32, 'H': 1}"
random592391,"{'Hf': 36, 'Ru': 36, 'H': 1}"
random1358346,"{'Ga': 18, 'Se': 18, 'H': 1}"
random2395219,"{'Ti': 24, 'Pd': 24, 'H': 1}"
random2441361,"{'Ca': 16, 'Sn': 8, 'Tl': 8, 'H': 1}"
random441457,"{'Zr': 18, 'Sn': 18, 'Ir': 18, 'H': 1}"
random354177,"{'Os': 16, 'Ru': 48, 'H': 1}"
random1505882,"{'Zr': 32, 'Rh': 32, 'H': 1}"
random530244,"{'Ga': 72, 'Rh': 16, 'H': 1}"
random1500164,"{'Au': 16, 'Na': 32, 'H': 1}"
random174551,"{'Ca': 40, 'In': 40, 'H': 1}"
random1070817,"{'Ag': 6, 'Ni': 6, 'Se': 12, 'H': 1}"
random458761,"{'Al': 32, 'Y': 16, 'H': 1}"
random782338,"{'Si': 18, 'Pt': 54, 'H': 1}"
random23323,"{'Cr': 12, 'Re': 12, 'V': 24, 'H': 1}"
random1571836,"{'Hg': 18, 'H': 1}"
random641495,"{'Ca': 24, 'Tl': 40, 'H': 1}"
random1295969,"{'Ga': 48, 'Hf': 24, 'H': 1}"
random944366,"{'Ag': 24, 'Se': 12, 'H': 1}"
random1991658,"{'Mn': 16, 'Te': 32, 'H': 1}"
random216609,"{'Hf': 24, 'Sc': 8, 'H': 1}"
random1257636,"{'Al': 96, 'Tc': 16, 'H': 1}"
random623961,"{'Si': 16, 'S': 16, 'H': 1}"
random1220834,"{'Cu': 24, 'Ge': 12, 'S': 36, 'H': 1}"
random2211792,"{'Au': 32, 'Cd': 16, 'Y': 16, 'H': 1}"
random472278,"{'In': 12, 'Sn': 16, 'S': 38, 'H': 1}"
random767316,"{'Y': 16, 'Sn': 48, 'H': 1}"
random731763,"{'N': 72, 'Re': 36, 'H': 1}"
random170676,"{'S': 32, 'Si': 16, 'H': 1}"
random1954158,"{'Al': 32, 'Pd': 64, 'H': 1}"
random2114122,"{'Si': 32, 'Ni': 32, 'H': 1}"
random1643198,"{'Pd': 52, 'Tl': 36, 'H': 1}"
random66892,"{'Pb': 24, 'H': 1}"
random299938,"{'W': 18, 'N': 36, 'H': 1}"
random1884042,"{'Ni': 12, 'As': 24, 'H': 1}"
random1772841,"{'K': 24, 'Pb': 48, 'H': 1}"
random1555978,"{'Fe': 18, 'Mo': 30, 'N': 48, 'H': 1}"
random1654879,"{'Au': 36, 'H': 1}"
random1763721,"{'Na': 36, 'H': 1}"
random1816413,"{'N': 48, 'Ti': 72, 'H': 1}"
random432072,"{'Zr': 32, 'Ga': 96, 'H': 1}"
random1804101,"{'Ir': 8, 'Sb': 24, 'H': 1}"
random1517483,"{'Ca': 12, 'Pb': 4, 'Se': 16, 'H': 1}"
random1274718,"{'V': 96, 'Pt': 32, 'H': 1}"
random1459977,"{'Cu': 12, 'Pd': 24, 'Sn': 12, 'H': 1}"
random1362703,"{'Pd': 72, 'W': 24, 'H': 1}"
random2019969,"{'K': 40, 'P': 40, 'H': 1}"
random1846811,"{'Sc': 18, 'Au': 36, 'H': 1}"
random1375406,"{'Fe': 12, 'Rh': 24, 'Se': 48, 'H': 1}"
random1573772,"{'Zr': 36, 'Sn': 36, 'Ir': 36, 'H': 1}"
random150719,"{'Au': 18, 'Hf': 36, 'H': 1}"
random2464189,"{'Ga': 24, 'Hf': 40, 'H': 1}"
random710651,"{'Ti': 48, 'Cd': 24, 'C': 24, 'H': 1}"
random916161,"{'Co': 12, 'Ni': 36, 'P': 16, 'H': 1}"
random1444100,"{'Rb': 16, 'Pd': 8, 'Cl': 32, 'H': 1}"
random1278978,"{'Na': 48, 'Pd': 16, 'H': 1}"
random776675,"{'Al': 16, 'Hf': 32, 'H': 1}"
random1386650,"{'Cr': 72, 'Si': 24, 'H': 1}"
random2427693,"{'Ti': 54, 'Zn': 18, 'H': 1}"
random808482,"{'V': 24, 'S': 48, 'H': 1}"
random663324,"{'Zn': 112, 'S': 112, 'H': 1}"
random2218058,"{'Pd': 36, 'Zn': 12, 'H': 1}"
random1407768,"{'Sr': 32, 'Zn': 64, 'H': 1}"
random1230181,"{'Co': 32, 'Ni': 32, 'Ge': 32, 'H': 1}"
random430101,"{'Al': 48, 'Mo': 18, 'H': 1}"
random859661,"{'Ti': 48, 'H': 49}"
random550640,"{'Ti': 72, 'Se': 36, 'H': 1}"
random842751,"{'Se': 16, 'Sn': 16, 'H': 1}"
random2314035,"{'Ca': 24, 'Ga': 12, 'Sn': 12, 'H': 1}"
random703732,"{'Co': 24, 'Ni': 24, 'Se': 48, 'H': 1}"
random2235572,"{'Zr': 27, 'Rh': 27, 'H': 1}"
random1974091,"{'Cs': 10, 'H': 1}"
random1121154,"{'Sb': 48, 'Te': 18, 'H': 1}"
random2424082,"{'Na': 24, 'In': 16, 'Bi': 24, 'H': 1}"
random2206515,"{'Al': 12, 'Os': 24, 'Ta': 12, 'H': 1}"
random1330135,"{'V': 40, 'Ru': 40, 'H': 1}"
random1415965,"{'Cr': 60, 'As': 20, 'H': 1}"
random1868453,"{'Nb': 48, 'Rh': 12, 'H': 1}"
random2059005,"{'Hf': 24, 'P': 24, 'H': 1}"
random1460387,"{'Nb': 32, 'Sn': 64, 'H': 1}"
random479106,"{'Ca': 30, 'Pt': 12, 'H': 1}"
random2053880,"{'Si': 8, 'H': 65}"
random1727955,"{'Hf': 30, 'In': 40, 'H': 1}"
random1413168,"{'Cu': 24, 'Sc': 12, 'Zn': 12, 'H': 1}"
random1752817,"{'Ca': 100, 'Ag': 60, 'H': 1}"
random1500041,"{'Cu': 36, 'K': 12, 'S': 24, 'H': 1}"
random1945974,"{'Ge': 12, 'Te': 12, 'H': 1}"
random1015205,"{'Ag': 72, 'Pd': 24, 'H': 1}"
random1684641,"{'Re': 24, 'Ir': 24, 'H': 1}"
random1329219,"{'Sc': 12, 'Ga': 48, 'Ni': 6, 'H': 1}"
random858758,"{'Y': 16, 'Pt': 8, 'H': 1}"
random1964641,"{'Cu': 72, 'Sc': 24, 'H': 1}"
random1799085,"{'Se': 18, 'Zr': 12, 'H': 1}"
random1661097,"{'Y': 12, 'Sn': 36, 'H': 1}"
random462144,"{'S': 80, 'N': 40, 'H': 1}"
random1895884,"{'Hf': 48, 'Mn': 96, 'H': 1}"
random579541,"{'N': 36, 'W': 12, 'Y': 12, 'H': 1}"
random353371,"{'Y': 12, 'Zn': 12, 'Pd': 12, 'H': 1}"
random1919573,"{'Si': 72, 'C': 72, 'H': 1}"
random2276443,"{'Fe': 24, 'P': 36, 'Ti': 48, 'H': 1}"
random120285,"{'Tc': 36, 'Ru': 36, 'H': 1}"
random337587,"{'V': 16, 'Ir': 48, 'H': 1}"
random1449545,"{'Nb': 24, 'V': 24, 'P': 24, 'H': 1}"
random2224215,"{'Zr': 18, 'Au': 36, 'H': 1}"
random1002115,"{'Mo': 64, 'Si': 48, 'V': 16, 'H': 1}"
random1261656,"{'Hg': 12, 'In': 12, 'H': 1}"
random964846,"{'Zr': 32, 'H': 33}"
random1055575,"{'Mn': 12, 'Ru': 24, 'Si': 12, 'H': 1}"
random1413424,"{'Bi': 12, 'Pb': 12, 'Se': 30, 'H': 1}"
random1506824,"{'W': 8, 'S': 8, 'Cl': 32, 'H': 1}"
random1969045,"{'Ti': 24, 'Al': 40, 'H': 1}"
random1284088,"{'Hf': 16, 'Zn': 48, 'H': 1}"
random1093369,"{'Te': 48, 'W': 24, 'H': 1}"
random1542001,"{'Sr': 10, 'In': 30, 'H': 1}"
random1032593,"{'Zr': 18, 'Ni': 18, 'P': 36, 'H': 1}"
random521681,"{'Na': 8, 'P': 120, 'H': 1}"
random1115386,"{'Ta': 9, 'In': 9, 'Se': 18, 'H': 1}"
random442963,"{'Zr': 24, 'Cl': 72, 'H': 1}"
random1972191,"{'Ge': 24, 'Te': 24, 'H': 1}"
random2383630,"{'Ag': 10, 'Sn': 10, 'S': 20, 'H': 1}"
random1496873,"{'Ge': 48, 'K': 48, 'H': 1}"
random1752048,"{'Hf': 36, 'Sn': 12, 'H': 1}"
random577031,"{'Al': 20, 'Ni': 60, 'H': 1}"
random2244923,"{'Sn': 12, 'Se': 24, 'H': 1}"
random989496,"{'Tc': 16, 'Ir': 48, 'H': 1}"
random1436335,"{'Tl': 8, 'Sn': 8, 'S': 12, 'H': 1}"
random1407981,"{'As': 48, 'Co': 48, 'Ni': 48, 'H': 1}"
random403854,"{'In': 16, 'Te': 16, 'H': 1}"
random1687612,"{'Rb': 40, 'H': 1}"
random992418,"{'Hf': 24, 'In': 60, 'H': 1}"
random2256934,"{'S': 24, 'Sr': 12, 'H': 1}"
random2282288,"{'Ga': 32, 'Rh': 32, 'Sr': 16, 'H': 1}"
random2228626,"{'Zr': 36, 'As': 24, 'H': 1}"
random1023653,"{'Mn': 16, 'Ge': 8, 'S': 32, 'H': 1}"
random1964801,"{'Ga': 64, 'Rh': 64, 'Sr': 32, 'H': 1}"
random2131191,"{'Te': 48, 'Ru': 24, 'H': 1}"
random1957944,"{'In': 48, 'Sc': 24, 'H': 1}"
random886989,"{'V': 36, 'Ir': 36, 'H': 1}"
random1971662,"{'Cu': 36, 'Pd': 36, 'H': 1}"
random1122882,"{'K': 16, 'Te': 8, 'H': 1}"
random462444,"{'As': 48, 'Ir': 24, 'H': 1}"
random1862382,"{'Ga': 24, 'Na': 8, 'Te': 40, 'H': 1}"
random246603,"{'Rh': 48, 'H': 1}"
random609171,"{'Nb': 48, 'Tc': 24, 'H': 1}"
random1690972,"{'Si': 52, 'Rh': 80, 'H': 1}"
random981047,"{'Ti': 36, 'Sn': 12, 'H': 1}"
random2056364,"{'Cs': 32, 'S': 16, 'H': 1}"
random2160334,"{'Si': 32, 'Ru': 16, 'H': 1}"
random961985,"{'Al': 24, 'Au': 48, 'Ti': 24, 'H': 1}"
random1201920,"{'Co': 4, 'Ga': 8, 'Zr': 24, 'H': 1}"
random2056573,"{'Zr': 16, 'Sb': 24, 'Pd': 8, 'H': 1}"
random1777813,"{'Ag': 32, 'Ca': 12, 'H': 1}"
random1722752,"{'Co': 12, 'Sb': 12, 'Ta': 12, 'H': 1}"
random2140928,"{'N': 32, 'Ti': 64, 'H': 1}"
random1286779,"{'Sc': 24, 'Sn': 8, 'H': 1}"
random2421243,"{'Tl': 32, 'Pd': 96, 'H': 1}"
random829381,"{'Y': 12, 'Al': 36, 'H': 1}"
random668849,"{'Sn': 28, 'Ir': 12, 'H': 1}"
random2359097,"{'Ag': 24, 'Ca': 8, 'H': 1}"
random1468062,"{'H': 33, 'V': 64}"
random517802,"{'Ta': 18, 'Zn': 54, 'H': 1}"
random1701900,"{'Ni': 54, 'Sb': 18, 'H': 1}"
random2002816,"{'Cl': 16, 'Sr': 8, 'H': 1}"
random2222820,"{'Re': 16, 'Se': 32, 'H': 1}"
random695384,"{'In': 16, 'S': 24, 'H': 1}"
random1696168,"{'Al': 8, 'Si': 8, 'Sr': 12, 'H': 1}"
random2341305,"{'Na': 24, 'Cd': 8, 'H': 1}"
random524367,"{'Ge': 12, 'S': 24, 'H': 1}"
random867012,"{'Y': 36, 'H': 25}"
random926295,"{'Fe': 9, 'Se': 36, 'Ti': 18, 'H': 1}"
random2204578,"{'Mo': 6, 'Te': 24, 'W': 6, 'H': 1}"
random601697,"{'Te': 64, 'Rh': 96, 'H': 1}"
random763042,"{'Al': 24, 'Mn': 48, 'Nb': 24, 'H': 1}"
random1749446,"{'Mn': 40, 'Si': 24, 'H': 1}"
random753069,"{'Si': 12, 'S': 12, 'H': 1}"
random342497,"{'Zn': 48, 'Cu': 16, 'H': 1}"
random1745400,"{'Ca': 16, 'Ni': 80, 'H': 9}"
random2296177,"{'Cs': 16, 'Fe': 16, 'S': 32, 'H': 1}"
random1258305,"{'Cu': 12, 'Fe': 4, 'S': 32, 'H': 1}"
random2405479,"{'Sc': 30, 'In': 10, 'H': 1}"
random1496749,"{'Zr': 12, 'Ga': 36, 'H': 1}"
random2275398,"{'Au': 32, 'Si': 32, 'Sr': 16, 'H': 1}"
random170221,"{'Sr': 16, 'Pd': 16, 'H': 1}"
random2293069,"{'Cl': 24, 'Zr': 12, 'H': 1}"
random718386,"{'Re': 36, 'Ir': 36, 'H': 1}"
random1940029,"{'Rh': 16, 'Sn': 32, 'H': 1}"
random609727,"{'Au': 32, 'Cd': 16, 'Sc': 16, 'H': 1}"
random1941000,"{'Rb': 6, 'Mo': 18, 'Se': 18, 'H': 1}"
random1762872,"{'Mo': 12, 'Ta': 12, 'W': 12, 'H': 1}"
random2395061,"{'Ta': 24, 'Fe': 24, 'Si': 24, 'H': 1}"
random1984288,"{'Nb': 24, 'Pt': 48, 'H': 1}"
random524324,"{'Zr': 32, 'Rh': 32, 'H': 1}"
random1834383,"{'Ti': 32, 'Co': 8, 'S': 64, 'H': 1}"
random2123755,"{'Sn': 64, 'Au': 16, 'H': 1}"
random1693095,"{'Ti': 48, 'Se': 48, 'H': 1}"
random1225220,"{'Cu': 32, 'Pd': 32, 'H': 1}"
random1198302,"{'Zr': 48, 'Sn': 16, 'H': 1}"
random323917,"{'Ir': 32, 'Si': 16, 'H': 1}"
random845186,"{'Sc': 72, 'As': 48, 'H': 1}"
random2330687,"{'Pb': 32, 'S': 32, 'H': 1}"
random1343151,"{'Al': 48, 'Fe': 48, 'Y': 8, 'H': 1}"
random432189,"{'Sr': 8, 'Sn': 24, 'H': 1}"
random2220523,"{'K': 24, 'Ge': 138, 'H': 1}"
random358031,"{'Cl': 24, 'In': 24, 'H': 1}"
random230182,"{'Ti': 40, 'Si': 32, 'H': 1}"
random251584,"{'Zr': 24, 'Pb': 8, 'H': 1}"
random576912,"{'Ni': 32, 'S': 64, 'H': 1}"
random1286541,"{'Al': 48, 'Ti': 24, 'H': 1}"
random803371,"{'Ni': 16, 'Te': 32, 'H': 1}"
random834760,"{'Zr': 36, 'Nb': 36, 'P': 36, 'H': 1}"
random793391,"{'Te': 12, 'Zr': 6, 'H': 1}"
random1359327,"{'Nb': 48, 'Tc': 24, 'H': 1}"
random1301276,"{'Al': 56, 'Cu': 40, 'Y': 8, 'H': 1}"
random1860726,"{'Ti': 36, 'Zn': 12, 'H': 1}"
random753870,"{'Al': 72, 'W': 18, 'H': 1}"
random2302527,"{'Bi': 32, 'Ir': 16, 'H': 1}"
random1585843,"{'Pb': 8, 'Se': 8, 'H': 1}"
random2160383,"{'Ti': 27, 'Pd': 45, 'H': 1}"
random1920310,"{'Hf': 72, 'H': 1}"
random1474074,"{'Y': 12, 'Si': 24, 'Ir': 24, 'H': 1}"
random748656,"{'Ca': 24, 'P': 24, 'S': 72, 'H': 1}"
random1344081,"{'Al': 16, 'Cr': 16, 'Mn': 32, 'H': 1}"
random982009,"{'Na': 30, 'Au': 10, 'H': 1}"
random552451,"{'Sr': 16, 'Hf': 16, 'N': 32, 'H': 1}"
random1939598,"{'Al': 96, 'Mo': 36, 'H': 1}"
random2420379,"{'Na': 30, 'Hg': 10, 'H': 1}"
random940940,"{'Ga': 48, 'Pt': 48, 'H': 1}"
random2276165,"{'Ag': 16, 'Bi': 16, 'Pd': 32, 'H': 1}"
random1606794,"{'Sc': 16, 'Mn': 32, 'H': 1}"
random2478534,"{'Ca': 16, 'Cu': 16, 'Ga': 16, 'H': 1}"
random2277679,"{'Te': 72, 'Mo': 48, 'Se': 24, 'H': 1}"
random1634472,"{'Ag': 16, 'Ga': 16, 'Sc': 32, 'H': 1}"
random1642174,"{'Si': 24, 'Rh': 36, 'H': 1}"
random1759013,"{'Ca': 12, 'Sn': 12, 'Hg': 12, 'H': 1}"
random2320480,"{'Al': 40, 'Cu': 56, 'Zr': 8, 'H': 1}"
random259875,"{'Mo': 12, 'Tc': 24, 'Ti': 12, 'H': 1}"
random749306,"{'Pb': 16, 'S': 16, 'H': 1}"
random1486536,"{'Au': 20, 'Sc': 40, 'Zn': 20, 'H': 1}"
random1504127,"{'In': 32, 'Se': 32, 'H': 1}"
random1019527,"{'Mn': 16, 'V': 48, 'H': 1}"
random1484981,"{'Ca': 32, 'Al': 12, 'H': 1}"
random2073689,"{'Au': 12, 'K': 60, 'P': 24, 'H': 1}"
random1486555,"{'Na': 48, 'Hg': 32, 'H': 1}"
random1236334,"{'Hf': 48, 'In': 24, 'Ni': 48, 'H': 1}"
random1288224,"{'Hf': 36, 'Pd': 36, 'H': 1}"
random2133759,"{'Tl': 12, 'Cr': 12, 'Te': 24, 'H': 1}"
random911592,"{'Ga': 12, 'Ru': 24, 'Ti': 12, 'H': 1}"
random1910563,"{'Ni': 16, 'Sb': 48, 'H': 1}"
random1764108,"{'Cu': 8, 'Te': 8, 'Tl': 4, 'H': 1}"
random1365015,"{'Zr': 48, 'Sn': 16, 'H': 1}"
random1861165,"{'Zr': 18, 'Cu': 18, 'Si': 36, 'H': 1}"
random522945,"{'Ca': 32, 'Mo': 32, 'N': 96, 'H': 1}"
random290935,"{'Na': 48, 'Pd': 16, 'H': 1}"
random2054657,"{'Hf': 32, 'Ni': 32, 'H': 1}"
random1996584,"{'Al': 24, 'Pd': 12, 'H': 1}"
random1072384,"{'Co': 48, 'Ge': 48, 'H': 1}"
random616904,"{'Fe': 24, 'Co': 24, 'Si': 48, 'H': 1}"
random1154992,"{'Ga': 40, 'Te': 60, 'H': 1}"
random361660,"{'K': 20, 'H': 1}"
random1548237,"{'S': 72, 'Ti': 144, 'H': 1}"
random2471732,"{'Al': 16, 'Hf': 16, 'Ru': 32, 'H': 1}"
random2142215,"{'Ga': 12, 'Te': 30, 'H': 1}"
random1690141,"{'Al': 36, 'Ni': 36, 'H': 1}"
random1727269,"{'Ni': 84, 'Y': 24, 'H': 1}"
random2286235,"{'Pb': 16, 'S': 64, 'Sc': 32, 'H': 1}"
random726544,"{'Cu': 48, 'Bi': 8, 'S': 48, 'H': 1}"
random1977673,"{'Co': 48, 'H': 1}"
random672212,"{'Ca': 8, 'Pt': 40, 'H': 1}"
random1933286,"{'Hf': 48, 'Cu': 24, 'H': 1}"
random918042,"{'Sr': 16, 'Sn': 16, 'Pt': 16, 'H': 1}"
random646958,"{'Cu': 16, 'P': 16, 'S': 48, 'H': 1}"
random1227952,"{'Pd': 20, 'Au': 60, 'H': 1}"
random1358519,"{'K': 16, 'H': 1}"
random1194080,"{'Rb': 16, 'In': 64, 'H': 1}"
random2381693,"{'Rh': 36, 'S': 24, 'Sn': 24, 'H': 1}"
random1113835,"{'Rh': 32, 'S': 48, 'H': 1}"
random1141854,"{'Y': 27, 'Ir': 27, 'H': 1}"
random503632,"{'Ti': 12, 'S': 24, 'H': 1}"
random2134807,"{'K': 24, 'Ge': 138, 'H': 1}"
random2033308,"{'Si': 32, 'Ru': 64, 'H': 1}"
random1525840,"{'Y': 36, 'Rh': 108, 'H': 1}"
random1603131,"{'P': 24, 'Sn': 32, 'H': 1}"
random1284285,"{'Zr': 24, 'Zn': 8, 'H': 1}"
random1215912,"{'Ga': 48, 'Ni': 32, 'H': 1}"
random430859,"{'Sc': 24, 'In': 8, 'H': 1}"
random769379,"{'Au': 12, 'In': 24, 'H': 1}"
random2427439,"{'S': 36, 'V': 27, 'H': 1}"
random984973,"{'Rb': 16, 'H': 1}"
random162306,"{'Re': 16, 'Ti': 32, 'Zn': 16, 'H': 1}"
random1405566,"{'Au': 24, 'Cd': 8, 'H': 1}"
random1511322,"{'Cs': 32, 'S': 16, 'H': 1}"
random710459,"{'Ga': 12, 'P': 12, 'S': 48, 'H': 1}"
random2448368,"{'Sr': 12, 'Si': 24, 'Au': 24, 'H': 1}"
random1502133,"{'Sc': 16, 'Pd': 48, 'H': 1}"
random2007208,"{'As': 24, 'Ir': 24, 'S': 24, 'H': 1}"
random834182,"{'Na': 24, 'Cd': 8, 'H': 1}"
random741648,"{'Os': 16, 'Ru': 16, 'Si': 32, 'H': 1}"
random1894444,"{'Ru': 12, 'Zn': 36, 'H': 1}"
random139968,"{'As': 24, 'Ir': 8, 'H': 1}"
random598217,"{'Cr': 96, 'Si': 32, 'H': 1}"
random1802330,"{'V': 48, 'Pt': 48, 'H': 1}"
random1286987,"{'Nb': 48, 'Tc': 24, 'H': 1}"
random709489,"{'As': 24, 'Sc': 24, 'H': 1}"
random407743,"{'P': 12, 'Y': 12, 'H': 1}"
random1358448,"{'Ti': 48, 'H': 97}"
random1912887,"{'Au': 16, 'Cd': 8, 'Y': 8, 'H': 1}"
random689659,"{'Rb': 12, 'H': 25, 'Pt': 6}"
random1469508,"{'Ga': 12, 'Ag': 12, 'Te': 24, 'H': 1}"
random1482038,"{'Sn': 80, 'H': 1}"
random939806,"{'Ca': 16, 'As': 48, 'H': 1}"
random2054629,"{'Y': 16, 'Ti': 32, 'S': 64, 'H': 1}"
random848394,"{'Tc': 48, 'P': 72, 'H': 1}"
random1267571,"{'Pb': 20, 'Se': 10, 'S': 10, 'H': 1}"
random2341222,"{'Ca': 12, 'Si': 24, 'H': 1}"
random399535,"{'Ga': 12, 'S': 18, 'H': 1}"
random1300086,"{'Os': 72, 'H': 1}"
random1391525,"{'Ge': 48, 'Ru': 32, 'H': 1}"
random811700,"{'Cl': 60, 'Cs': 30, 'Sb': 10, 'H': 1}"
random2481279,"{'Na': 24, 'Si': 8, 'Se': 32, 'H': 1}"
random2458862,"{'Te': 24, 'Pb': 24, 'H': 1}"
random1669267,"{'Na': 48, 'Pt': 16, 'H': 1}"
random1675391,"{'Hf': 24, 'Pt': 72, 'H': 1}"
random586047,"{'Y': 32, 'Al': 16, 'H': 1}"
random1333939,"{'Al': 88, 'Cr': 32, 'H': 1}"
random1214622,"{'P': 48, 'W': 24, 'H': 1}"
random1402004,"{'Ga': 40, 'Cu': 8, 'Se': 64, 'H': 1}"
random1833830,"{'Cu': 16, 'Rh': 16, 'Sc': 32, 'H': 1}"
random178909,"{'Ge': 8, 'Te': 32, 'Pb': 24, 'H': 1}"
random2299980,"{'Sn': 16, 'Tc': 32, 'Ti': 16, 'H': 1}"
random2023842,"{'Ru': 32, 'Si': 32, 'H': 1}"
random650304,"{'Rh': 24, 'S': 48, 'H': 1}"
random1495369,"{'In': 8, 'Se': 12, 'H': 1}"
random1425949,"{'Hf': 12, 'Si': 6, 'As': 18, 'H': 1}"
random699606,"{'Ca': 12, 'Pb': 36, 'H': 1}"
random1135834,"{'Cd': 32, 'Y': 16, 'H': 1}"
random1342547,"{'Sn': 24, 'Pt': 16, 'H': 1}"
random432023,"{'Al': 24, 'Ni': 16, 'H': 1}"
random977515,"{'As': 16, 'Pd': 16, 'Sb': 16, 'H': 1}"
random1774123,"{'Ca': 48, 'In': 18, 'H': 1}"
random964252,"{'Al': 36, 'Cr': 12, 'H': 1}"
random1511536,"{'Y': 16, 'Ga': 16, 'Ni': 16, 'H': 1}"
random1406844,"{'H': 49, 'Pd': 48}"
random1869434,"{'Hg': 18, 'Tl': 18, 'H': 1}"
random599013,"{'Ti': 52, 'Sb': 12, 'H': 1}"
random9318,"{'Ge': 24, 'Pt': 36, 'H': 1}"
random758655,"{'As': 36, 'Pd': 48, 'Pb': 12, 'H': 1}"
random441637,"{'Ta': 27, 'S': 54, 'H': 1}"
random1973783,"{'Ta': 6, 'Te': 6, 'Cl': 54, 'H': 1}"
random1641315,"{'Al': 32, 'Pd': 64, 'H': 1}"
random445072,"{'P': 24, 'Ir': 12, 'H': 1}"
random484938,"{'V': 48, 'S': 48, 'H': 1}"
random794497,"{'Ge': 36, 'Ta': 18, 'H': 1}"
random215977,"{'Tl': 16, 'S': 16, 'H': 1}"
random1684721,"{'Ge': 24, 'Sc': 40, 'H': 1}"
random2459193,"{'V': 48, 'Co': 8, 'Ni': 8, 'H': 1}"
random347962,"{'Pb': 12, 'Y': 36, 'H': 1}"
random2210675,"{'Mn': 12, 'Zn': 12, 'Te': 24, 'H': 1}"
random1800005,"{'Sr': 16, 'Ni': 16, 'Sn': 48, 'H': 1}"
random1301336,"{'K': 36, 'V': 12, 'S': 48, 'H': 1}"
random1841748,"{'Rh': 72, 'Zn': 24, 'H': 1}"
random690771,"{'As': 36, 'Rb': 24, 'H': 1}"
random2093532,"{'Tl': 16, 'Pd': 72, 'Pb': 8, 'H': 1}"
random1352193,"{'Sc': 80, 'As': 48, 'H': 1}"
random445252,"{'Cs': 32, 'S': 16, 'H': 1}"
random1812339,"{'Sc': 4, 'Cd': 28, 'H': 1}"
random2012530,"{'Ca': 40, 'Sn': 20, 'H': 1}"
random1937111,"{'Ca': 80, 'Cu': 80, 'H': 1}"
random1754898,"{'Ta': 16, 'Cr': 8, 'Si': 48, 'H': 1}"
random1240080,"{'Pd': 24, 'Sb': 12, 'Te': 12, 'H': 1}"
random1288875,"{'Cs': 3, 'V': 18, 'S': 24, 'H': 1}"
random1832920,"{'Sn': 12, 'Se': 12, 'S': 12, 'H': 1}"
random1037804,"{'Cs': 20, 'H': 1}"
random647143,"{'Rb': 16, 'Sb': 16, 'S': 32, 'H': 1}"
random1216011,"{'Rb': 32, 'Te': 16, 'H': 1}"
random1352059,"{'Hf': 30, 'Ga': 18, 'H': 1}"
random743700,"{'Cu': 32, 'Te': 64, 'H': 1}"
random1335457,"{'Ag': 16, 'Pd': 32, 'Zn': 16, 'H': 1}"
random219440,"{'K': 24, 'Sb': 8, 'H': 1}"
random1620011,"{'Ti': 24, 'Cl': 72, 'H': 1}"
random1918584,"{'Si': 54, 'H': 1}"
random959184,"{'Cr': 18, 'Ag': 18, 'Se': 36, 'H': 1}"
random837151,"{'Bi': 16, 'S': 32, 'H': 1}"
random1463366,"{'Al': 60, 'Pd': 40, 'H': 1}"
random537441,"{'Sc': 10, 'Ag': 40, 'H': 1}"
random12207,"{'Al': 48, 'N': 48, 'H': 1}"
random677660,"{'Ge': 48, 'Ru': 32, 'H': 1}"
random1973932,"{'Zr': 48, 'Si': 24, 'H': 1}"
random1789942,"{'Ti': 36, 'Ge': 36, 'Os': 36, 'H': 1}"
random356629,"{'Hf': 36, 'Zn': 18, 'H': 1}"
random1730682,"{'Ti': 24, 'Cu': 12, 'Ni': 12, 'H': 1}"
